TransactionID,Date,AccountNumber,Description,Amount,Type
TX-10350,11/02/2025,102001,Journal Entry - Tx 10350 Line 1,4865.57,Debit
TX-10350,11/02/2025,201000,Journal Entry - Tx 10350 Line 2,-4865.57,Credit
TX-10381,11/02/2025,610000,Journal Entry - Tx 10381 Line 1,4117.94,Debit
TX-10381,11/02/2025,390000,Journal Entry - Tx 10381 Line 2,-4117.94,Credit
TX-10453,12/02/2025,110000,Journal Entry - Tx 10453 Line 1,11458.6,Debit
TX-10453,12/02/2025,390000,Journal Entry - Tx 10453 Line 2,-11458.6,Credit
TX-10046,13/02/2025,101000,Journal Entry - Tx 10046 Line 1,10992.02,Debit
TX-10046,13/02/2025,401000,Journal Entry - Tx 10046 Line 2,-10992.02,Credit
TX-10432,13/02/2025,501000,Journal Entry - Tx 10432 Line 1,4678.25,Debit
TX-10432,13/02/2025,402000,Journal Entry - Tx 10432 Line 2,-4678.25,Credit
TX-10282,16/02/2025,101000,Journal Entry - Tx 10282 Line 1,6537.87,Debit
TX-10282,16/02/2025,402000,Journal Entry - Tx 10282 Line 2,-6537.87,Credit
TX-10314,16/02/2025,101000,Journal Entry - Tx 10314 Line 1,11870.7,Debit
TX-10314,16/02/2025,301000,Journal Entry - Tx 10314 Line 2,-11870.7,Credit
TX-10011,17/02/2025,110000,Journal Entry - Tx 10011 Line 1,5729.91,Debit
TX-10011,17/02/2025,301000,Journal Entry - Tx 10011 Line 2,-5729.91,Credit
TX-10358,18/02/2025,110000,Journal Entry - Tx 10358 Line 1,4722.6,Debit
TX-10358,18/02/2025,402000,Journal Entry - Tx 10358 Line 2,-4722.6,Credit
TX-10304,19/02/2025,610000,Journal Entry - Tx 10304 Line 1,13555.89,Debit
TX-10304,19/02/2025,201000,Journal Entry - Tx 10304 Line 2,-13555.89,Credit
TX-10085,21/02/2025,102001,Journal Entry - Tx 10085 Line 1,1145.25,Debit
TX-10085,21/02/2025,401000,Journal Entry - Tx 10085 Line 2,-1145.25,Credit
TX-10274,21/02/2025,501000,Journal Entry - Tx 10274 Line 1,7912.97,Debit
TX-10274,21/02/2025,201000,Journal Entry - Tx 10274 Line 2,-7912.97,Credit
TX-10212,22/02/2025,601010,Journal Entry - Tx 10212 Line 1,13097.16,Debit
TX-10212,22/02/2025,301000,Journal Entry - Tx 10212 Line 2,-13097.16,Credit
TX-10040,24/02/2025,110000,Journal Entry - Tx 10040 Line 1,13064.25,Debit
TX-10040,24/02/2025,402000,Journal Entry - Tx 10040 Line 2,-13064.25,Credit
TX-10117,25/02/2025,110000,Journal Entry - Tx 10117 Line 1,8968.74,Debit
TX-10117,25/02/2025,402000,Journal Entry - Tx 10117 Line 2,-8968.74,Credit
TX-10177,25/02/2025,110000,Journal Entry - Tx 10177 Line 1,8701.34,Debit
TX-10177,25/02/2025,401000,Journal Entry - Tx 10177 Line 2,-8701.34,Credit
TX-10349,25/02/2025,501000,Journal Entry - Tx 10349 Line 1,7379.52,Debit
TX-10349,25/02/2025,201000,Journal Entry - Tx 10349 Line 2,-7379.52,Credit
TX-10176,28/02/2025,102001,Journal Entry - Tx 10176 Line 1,11677.99,Debit
TX-10176,28/02/2025,301000,Journal Entry - Tx 10176 Line 2,-11677.99,Credit
TX-10230,28/02/2025,610000,Journal Entry - Tx 10230 Line 1,8191.21,Debit
TX-10230,28/02/2025,210000,Journal Entry - Tx 10230 Line 2,-8191.21,Credit
TX-10257,28/02/2025,101000,Journal Entry - Tx 10257 Line 1,6948.65,Debit
TX-10257,28/02/2025,402000,Journal Entry - Tx 10257 Line 2,-6948.65,Credit
TX-10091,01/03/2025,610000,Journal Entry - Tx 10091 Line 1,13351.2,Debit
TX-10091,01/03/2025,401000,Journal Entry - Tx 10091 Line 2,-13351.2,Credit
TX-10248,01/03/2025,501000,Journal Entry - Tx 10248 Line 1,14554.26,Debit
TX-10248,01/03/2025,401000,Journal Entry - Tx 10248 Line 2,-14554.26,Credit
TX-10218,02/03/2025,501000,Journal Entry - Tx 10218 Line 1,8393.19,Debit
TX-10218,02/03/2025,401000,Journal Entry - Tx 10218 Line 2,-8393.19,Credit
TX-10052,03/03/2025,101000,Journal Entry - Tx 10052 Line 1,3756.19,Debit
TX-10052,03/03/2025,301000,Journal Entry - Tx 10052 Line 2,-3756.19,Credit
TX-10254,04/03/2025,610000,Journal Entry - Tx 10254 Line 1,481.6,Debit
TX-10254,04/03/2025,401000,Journal Entry - Tx 10254 Line 2,-481.6,Credit
TX-10047,06/03/2025,501000,Journal Entry - Tx 10047 Line 1,1969.45,Debit
TX-10047,06/03/2025,401000,Journal Entry - Tx 10047 Line 2,-1969.45,Credit
TX-10343,06/03/2025,601010,Journal Entry - Tx 10343 Line 1,11138.68,Debit
TX-10343,06/03/2025,201000,Journal Entry - Tx 10343 Line 2,-11138.68,Credit
TX-10351,06/03/2025,610000,Journal Entry - Tx 10351 Line 1,4161.49,Debit
TX-10351,06/03/2025,401000,Journal Entry - Tx 10351 Line 2,-4161.49,Credit
TX-10362,08/03/2025,601010,Journal Entry - Tx 10362 Line 1,8367.74,Debit
TX-10362,08/03/2025,401000,Journal Entry - Tx 10362 Line 2,-8367.74,Credit
TX-10308,09/03/2025,110000,Journal Entry - Tx 10308 Line 1,11808.37,Debit
TX-10308,09/03/2025,401000,Journal Entry - Tx 10308 Line 2,-11808.37,Credit
TX-10262,11/03/2025,110000,Journal Entry - Tx 10262 Line 1,12967.2,Debit
TX-10262,11/03/2025,390000,Journal Entry - Tx 10262 Line 2,-12967.2,Credit
TX-10152,12/03/2025,501000,Journal Entry - Tx 10152 Line 1,2304.92,Debit
TX-10152,12/03/2025,402000,Journal Entry - Tx 10152 Line 2,-2304.92,Credit
TX-10450,12/03/2025,101000,Journal Entry - Tx 10450 Line 1,13101.38,Debit
TX-10450,12/03/2025,402000,Journal Entry - Tx 10450 Line 2,-13101.38,Credit
TX-10064,13/03/2025,110000,Journal Entry - Tx 10064 Line 1,6357.13,Debit
TX-10064,13/03/2025,390000,Journal Entry - Tx 10064 Line 2,-6357.13,Credit
TX-10461,13/03/2025,501000,Journal Entry - Tx 10461 Line 1,11394.68,Debit
TX-10461,13/03/2025,390000,Journal Entry - Tx 10461 Line 2,-11394.68,Credit
TX-10312,14/03/2025,102001,Journal Entry - Tx 10312 Line 1,11324.56,Debit
TX-10312,14/03/2025,402000,Journal Entry - Tx 10312 Line 2,-11324.56,Credit
TX-10275,15/03/2025,610000,Journal Entry - Tx 10275 Line 1,6179.18,Debit
TX-10275,15/03/2025,210000,Journal Entry - Tx 10275 Line 2,-6179.18,Credit
TX-10404,16/03/2025,102001,Journal Entry - Tx 10404 Line 1,3876.72,Debit
TX-10404,16/03/2025,401000,Journal Entry - Tx 10404 Line 2,-3876.72,Credit
TX-10136,17/03/2025,102001,Journal Entry - Tx 10136 Line 1,415.16,Debit
TX-10136,17/03/2025,390000,Journal Entry - Tx 10136 Line 2,-415.16,Credit
TX-10140,17/03/2025,101000,Journal Entry - Tx 10140 Line 1,9858.07,Debit
TX-10140,17/03/2025,201000,Journal Entry - Tx 10140 Line 2,-9858.07,Credit
TX-10337,17/03/2025,601010,Journal Entry - Tx 10337 Line 1,11840.22,Debit
TX-10337,17/03/2025,201000,Journal Entry - Tx 10337 Line 2,-11840.22,Credit
TX-10419,19/03/2025,501000,Journal Entry - Tx 10419 Line 1,14367.95,Debit
TX-10419,19/03/2025,201000,Journal Entry - Tx 10419 Line 2,-14367.95,Credit
TX-10033,20/03/2025,610000,Journal Entry - Tx 10033 Line 1,9430.32,Debit
TX-10033,20/03/2025,390000,Journal Entry - Tx 10033 Line 2,-9430.32,Credit
TX-10153,20/03/2025,101000,Journal Entry - Tx 10153 Line 1,10610.97,Debit
TX-10153,20/03/2025,390000,Journal Entry - Tx 10153 Line 2,-10610.97,Credit
TX-10186,20/03/2025,610000,Journal Entry - Tx 10186 Line 1,6560.53,Debit
TX-10186,20/03/2025,401000,Journal Entry - Tx 10186 Line 2,-6560.53,Credit
TX-10258,20/03/2025,610000,Journal Entry - Tx 10258 Line 1,7500.71,Debit
TX-10258,20/03/2025,301000,Journal Entry - Tx 10258 Line 2,-7500.71,Credit
TX-10405,20/03/2025,610000,Journal Entry - Tx 10405 Line 1,11415.22,Debit
TX-10405,20/03/2025,201000,Journal Entry - Tx 10405 Line 2,-11415.22,Credit
TX-10092,21/03/2025,601010,Journal Entry - Tx 10092 Line 1,4121.61,Debit
TX-10092,21/03/2025,210000,Journal Entry - Tx 10092 Line 2,-4121.61,Credit
TX-10105,21/03/2025,102001,Journal Entry - Tx 10105 Line 1,13890.17,Debit
TX-10105,21/03/2025,210000,Journal Entry - Tx 10105 Line 2,-13890.17,Credit
TX-10326,21/03/2025,610000,Journal Entry - Tx 10326 Line 1,13286.94,Debit
TX-10326,21/03/2025,201000,Journal Entry - Tx 10326 Line 2,-13286.94,Credit
TX-10367,21/03/2025,102001,Journal Entry - Tx 10367 Line 1,9868.21,Debit
TX-10367,21/03/2025,201000,Journal Entry - Tx 10367 Line 2,-9868.21,Credit
TX-10076,22/03/2025,601010,Journal Entry - Tx 10076 Line 1,900.35,Debit
TX-10076,22/03/2025,201000,Journal Entry - Tx 10076 Line 2,-900.35,Credit
TX-10380,22/03/2025,101000,Journal Entry - Tx 10380 Line 1,11328.82,Debit
TX-10380,22/03/2025,402000,Journal Entry - Tx 10380 Line 2,-11328.82,Credit
TX-10147,23/03/2025,501000,Journal Entry - Tx 10147 Line 1,11167.65,Debit
TX-10147,23/03/2025,390000,Journal Entry - Tx 10147 Line 2,-11167.65,Credit
TX-10042,24/03/2025,601010,Journal Entry - Tx 10042 Line 1,8113.72,Debit
TX-10042,24/03/2025,201000,Journal Entry - Tx 10042 Line 2,-8113.72,Credit
TX-10048,26/03/2025,601010,Journal Entry - Tx 10048 Line 1,4012.6,Debit
TX-10048,26/03/2025,390000,Journal Entry - Tx 10048 Line 2,-4012.6,Credit
TX-10162,26/03/2025,102001,Journal Entry - Tx 10162 Line 1,12615.56,Debit
TX-10162,26/03/2025,401000,Journal Entry - Tx 10162 Line 2,-12615.56,Credit
TX-10232,26/03/2025,601010,Journal Entry - Tx 10232 Line 1,11899.8,Debit
TX-10232,26/03/2025,402000,Journal Entry - Tx 10232 Line 2,-11899.8,Credit
TX-10133,28/03/2025,110000,Journal Entry - Tx 10133 Line 1,9899.82,Debit
TX-10133,28/03/2025,401000,Journal Entry - Tx 10133 Line 2,-9899.82,Credit
TX-10401,28/03/2025,610000,Journal Entry - Tx 10401 Line 1,1191.87,Debit
TX-10401,28/03/2025,201000,Journal Entry - Tx 10401 Line 2,-1191.87,Credit
TX-10128,31/03/2025,110000,Journal Entry - Tx 10128 Line 1,9251.95,Debit
TX-10128,31/03/2025,390000,Journal Entry - Tx 10128 Line 2,-9251.95,Credit
TX-10288,31/03/2025,501000,Journal Entry - Tx 10288 Line 1,1230.58,Debit
TX-10288,31/03/2025,401000,Journal Entry - Tx 10288 Line 2,-1230.58,Credit
TX-10480,31/03/2025,610000,Journal Entry - Tx 10480 Line 1,12464.24,Debit
TX-10480,31/03/2025,390000,Journal Entry - Tx 10480 Line 2,-12464.24,Credit
TX-10106,01/04/2025,101000,Journal Entry - Tx 10106 Line 1,13227.17,Debit
TX-10106,01/04/2025,210000,Journal Entry - Tx 10106 Line 2,-13227.17,Credit
TX-10406,01/04/2025,610000,Journal Entry - Tx 10406 Line 1,14271.82,Debit
TX-10406,01/04/2025,390000,Journal Entry - Tx 10406 Line 2,-14271.82,Credit
TX-10116,02/04/2025,110000,Journal Entry - Tx 10116 Line 1,8729.82,Debit
TX-10116,02/04/2025,201000,Journal Entry - Tx 10116 Line 2,-8729.82,Credit
TX-10374,03/04/2025,601010,Journal Entry - Tx 10374 Line 1,13054.45,Debit
TX-10374,03/04/2025,402000,Journal Entry - Tx 10374 Line 2,-13054.45,Credit
TX-10077,06/04/2025,101000,Journal Entry - Tx 10077 Line 1,1074.39,Debit
TX-10077,06/04/2025,402000,Journal Entry - Tx 10077 Line 2,-1074.39,Credit
TX-10489,06/04/2025,501000,Journal Entry - Tx 10489 Line 1,7468.24,Debit
TX-10489,06/04/2025,301000,Journal Entry - Tx 10489 Line 2,-7468.24,Credit
TX-10418,07/04/2025,501000,Journal Entry - Tx 10418 Line 1,4856.83,Debit
TX-10418,07/04/2025,401000,Journal Entry - Tx 10418 Line 2,-4856.83,Credit
TX-10302,08/04/2025,610000,Journal Entry - Tx 10302 Line 1,9332.32,Debit
TX-10302,08/04/2025,402000,Journal Entry - Tx 10302 Line 2,-9332.32,Credit
TX-10486,08/04/2025,101000,Journal Entry - Tx 10486 Line 1,4327.36,Debit
TX-10486,08/04/2025,402000,Journal Entry - Tx 10486 Line 2,-4327.36,Credit
TX-10127,09/04/2025,501000,Journal Entry - Tx 10127 Line 1,6335.67,Debit
TX-10127,09/04/2025,402000,Journal Entry - Tx 10127 Line 2,-6335.67,Credit
TX-10204,09/04/2025,610000,Journal Entry - Tx 10204 Line 1,4767.44,Debit
TX-10204,09/04/2025,401000,Journal Entry - Tx 10204 Line 2,-4767.44,Credit
TX-10179,12/04/2025,610000,Journal Entry - Tx 10179 Line 1,1186.15,Debit
TX-10179,12/04/2025,402000,Journal Entry - Tx 10179 Line 2,-1186.15,Credit
TX-10295,12/04/2025,501000,Journal Entry - Tx 10295 Line 1,14990.63,Debit
TX-10295,12/04/2025,201000,Journal Entry - Tx 10295 Line 2,-14990.63,Credit
TX-10050,13/04/2025,501000,Journal Entry - Tx 10050 Line 1,10708.59,Debit
TX-10050,13/04/2025,402000,Journal Entry - Tx 10050 Line 2,-10708.59,Credit
TX-10110,13/04/2025,501000,Journal Entry - Tx 10110 Line 1,12257.97,Debit
TX-10110,13/04/2025,301000,Journal Entry - Tx 10110 Line 2,-12257.97,Credit
TX-10335,16/04/2025,601010,Journal Entry - Tx 10335 Line 1,1075.72,Debit
TX-10335,16/04/2025,210000,Journal Entry - Tx 10335 Line 2,-1075.72,Credit
TX-10223,17/04/2025,110000,Journal Entry - Tx 10223 Line 1,9401.45,Debit
TX-10223,17/04/2025,402000,Journal Entry - Tx 10223 Line 2,-9401.45,Credit
TX-10103,18/04/2025,610000,Journal Entry - Tx 10103 Line 1,10246.9,Debit
TX-10103,18/04/2025,201000,Journal Entry - Tx 10103 Line 2,-10246.9,Credit
TX-10130,18/04/2025,601010,Journal Entry - Tx 10130 Line 1,6476.83,Debit
TX-10130,18/04/2025,401000,Journal Entry - Tx 10130 Line 2,-6476.83,Credit
TX-10049,19/04/2025,610000,Journal Entry - Tx 10049 Line 1,13937.26,Debit
TX-10049,19/04/2025,402000,Journal Entry - Tx 10049 Line 2,-13937.26,Credit
TX-10010,21/04/2025,110000,Journal Entry - Tx 10010 Line 1,14360.34,Debit
TX-10010,21/04/2025,201000,Journal Entry - Tx 10010 Line 2,-14360.34,Credit
TX-10356,21/04/2025,102001,Journal Entry - Tx 10356 Line 1,6479.55,Debit
TX-10356,21/04/2025,390000,Journal Entry - Tx 10356 Line 2,-6479.55,Credit
TX-10383,21/04/2025,101000,Journal Entry - Tx 10383 Line 1,11336.4,Debit
TX-10383,21/04/2025,301000,Journal Entry - Tx 10383 Line 2,-11336.4,Credit
TX-10005,22/04/2025,601010,Journal Entry - Tx 10005 Line 1,3528.28,Debit
TX-10005,22/04/2025,201000,Journal Entry - Tx 10005 Line 2,-3528.28,Credit
TX-10054,23/04/2025,610000,Journal Entry - Tx 10054 Line 1,157.5,Debit
TX-10054,23/04/2025,402000,Journal Entry - Tx 10054 Line 2,-157.5,Credit
TX-10160,23/04/2025,501000,Journal Entry - Tx 10160 Line 1,4130.38,Debit
TX-10160,23/04/2025,201000,Journal Entry - Tx 10160 Line 2,-4130.38,Credit
TX-10455,24/04/2025,110000,Journal Entry - Tx 10455 Line 1,12259.71,Debit
TX-10455,24/04/2025,201000,Journal Entry - Tx 10455 Line 2,-12259.71,Credit
TX-10170,25/04/2025,610000,Journal Entry - Tx 10170 Line 1,9769.65,Debit
TX-10170,25/04/2025,201000,Journal Entry - Tx 10170 Line 2,-9769.65,Credit
TX-10458,25/04/2025,101000,Journal Entry - Tx 10458 Line 1,471.4,Debit
TX-10458,25/04/2025,402000,Journal Entry - Tx 10458 Line 2,-471.4,Credit
TX-10238,28/04/2025,601010,Journal Entry - Tx 10238 Line 1,14430.57,Debit
TX-10238,28/04/2025,401000,Journal Entry - Tx 10238 Line 2,-14430.57,Credit
TX-10227,29/04/2025,110000,Journal Entry - Tx 10227 Line 1,4357.17,Debit
TX-10227,29/04/2025,402000,Journal Entry - Tx 10227 Line 2,-4357.17,Credit
TX-10290,29/04/2025,110000,Journal Entry - Tx 10290 Line 1,6944.19,Debit
TX-10290,29/04/2025,390000,Journal Entry - Tx 10290 Line 2,-6944.19,Credit
TX-10017,30/04/2025,501000,Journal Entry - Tx 10017 Line 1,13003.93,Debit
TX-10017,30/04/2025,301000,Journal Entry - Tx 10017 Line 2,-13003.93,Credit
TX-10078,01/05/2025,601010,Journal Entry - Tx 10078 Line 1,6086.44,Debit
TX-10078,01/05/2025,210000,Journal Entry - Tx 10078 Line 2,-6086.44,Credit
TX-10135,01/05/2025,102001,Journal Entry - Tx 10135 Line 1,10108.3,Debit
TX-10135,01/05/2025,210000,Journal Entry - Tx 10135 Line 2,-10108.3,Credit
TX-10323,01/05/2025,102001,Journal Entry - Tx 10323 Line 1,13314.53,Debit
TX-10323,01/05/2025,390000,Journal Entry - Tx 10323 Line 2,-13314.53,Credit
TX-10329,01/05/2025,101000,Journal Entry - Tx 10329 Line 1,12838.98,Debit
TX-10329,01/05/2025,402000,Journal Entry - Tx 10329 Line 2,-12838.98,Credit
TX-10457,01/05/2025,101000,Journal Entry - Tx 10457 Line 1,5823.18,Debit
