TransactionID,Date,AccountNumber,Description,Amount,Type
FY24-TX-10155,01/02/2024,501000,Journal Entry - Tx 10155 Line 1,2576.58,Debit
FY24-TX-10155,01/02/2024,390000,Journal Entry - Tx 10155 Line 2,-2576.58,Credit
FY24-TX-10331,01/02/2024,102001,Journal Entry - Tx 10331 Line 1,4921.80,Debit
FY24-TX-10331,01/02/2024,201000,Journal Entry - Tx 10331 Line 2,-4921.80,Credit
FY24-TX-10344,02/02/2024,110000,Journal Entry - Tx 10344 Line 1,5879.30,Debit
FY24-TX-10344,02/02/2024,401000,Journal Entry - Tx 10344 Line 2,-5879.30,Credit
FY24-TX-10467,02/02/2024,501000,Journal Entry - Tx 10467 Line 1,1400.01,Debit
FY24-TX-10467,02/02/2024,401000,Journal Entry - Tx 10467 Line 2,-1400.01,Credit
FY24-TX-10482,02/02/2024,501000,Journal Entry - Tx 10482 Line 1,8818.99,Debit
FY24-TX-10482,02/02/2024,201000,Journal Entry - Tx 10482 Line 2,-8818.99,Credit
FY24-TX-10026,03/02/2024,601010,Journal Entry - Tx 10026 Line 1,2627.44,Debit
FY24-TX-10026,03/02/2024,402000,Journal Entry - Tx 10026 Line 2,-2627.44,Credit
FY24-TX-10215,03/02/2024,101000,Journal Entry - Tx 10215 Line 1,4953.28,Debit
FY24-TX-10215,03/02/2024,401000,Journal Entry - Tx 10215 Line 2,-4953.28,Credit
FY24-TX-10183,05/02/2024,110000,Journal Entry - Tx 10183 Line 1,6243.57,Debit
FY24-TX-10183,05/02/2024,201000,Journal Entry - Tx 10183 Line 2,-6243.57,Credit
FY24-TX-10056,06/02/2024,110000,Journal Entry - Tx 10056 Line 1,6344.04,Debit
FY24-TX-10056,06/02/2024,402000,Journal Entry - Tx 10056 Line 2,-6344.04,Credit
FY24-TX-10084,07/02/2024,601010,Journal Entry - Tx 10084 Line 1,155.20,Debit
FY24-TX-10084,07/02/2024,401000,Journal Entry - Tx 10084 Line 2,-155.20,Credit
FY24-TX-10099,08/02/2024,610000,Journal Entry - Tx 10099 Line 1,11626.38,Debit
FY24-TX-10099,08/02/2024,210000,Journal Entry - Tx 10099 Line 2,-11626.38,Credit
FY24-TX-10225,08/02/2024,501000,Journal Entry - Tx 10225 Line 1,1959.93,Debit
FY24-TX-10225,08/02/2024,390000,Journal Entry - Tx 10225 Line 2,-1959.93,Credit
FY24-TX-10276,08/02/2024,110000,Journal Entry - Tx 10276 Line 1,5796.48,Debit
FY24-TX-10276,08/02/2024,301000,Journal Entry - Tx 10276 Line 2,-5796.48,Credit
FY24-TX-10438,09/02/2024,101000,Journal Entry - Tx 10438 Line 1,3667.11,Debit
FY24-TX-10438,09/02/2024,401000,Journal Entry - Tx 10438 Line 2,-3667.11,Credit
FY24-TX-10224,11/02/2024,102001,Journal Entry - Tx 10224 Line 1,1966.36,Debit
FY24-TX-10224,11/02/2024,401000,Journal Entry - Tx 10224 Line 2,-1966.36,Credit
FY24-TX-10236,11/02/2024,501000,Journal Entry - Tx 10236 Line 1,7372.33,Debit
FY24-TX-10236,11/02/2024,402000,Journal Entry - Tx 10236 Line 2,-7372.33,Credit
FY24-TX-10350,11/02/2024,102001,Journal Entry - Tx 10350 Line 1,3989.77,Debit
FY24-TX-10350,11/02/2024,201000,Journal Entry - Tx 10350 Line 2,-3989.77,Credit
FY24-TX-10381,11/02/2024,610000,Journal Entry - Tx 10381 Line 1,3376.71,Debit
FY24-TX-10381,11/02/2024,390000,Journal Entry - Tx 10381 Line 2,-3376.71,Credit
FY24-TX-10453,12/02/2024,110000,Journal Entry - Tx 10453 Line 1,9396.05,Debit
FY24-TX-10453,12/02/2024,390000,Journal Entry - Tx 10453 Line 2,-9396.05,Credit
FY24-TX-10046,13/02/2024,101000,Journal Entry - Tx 10046 Line 1,9013.46,Debit
FY24-TX-10046,13/02/2024,401000,Journal Entry - Tx 10046 Line 2,-9013.46,Credit
FY24-TX-10432,13/02/2024,501000,Journal Entry - Tx 10432 Line 1,3836.17,Debit
FY24-TX-10432,13/02/2024,402000,Journal Entry - Tx 10432 Line 2,-3836.17,Credit
FY24-TX-10282,16/02/2024,101000,Journal Entry - Tx 10282 Line 1,5361.05,Debit
FY24-TX-10282,16/02/2024,402000,Journal Entry - Tx 10282 Line 2,-5361.05,Credit
FY24-TX-10314,16/02/2024,101000,Journal Entry - Tx 10314 Line 1,9733.97,Debit
FY24-TX-10314,16/02/2024,301000,Journal Entry - Tx 10314 Line 2,-9733.97,Credit
FY24-TX-10011,17/02/2024,110000,Journal Entry - Tx 10011 Line 1,4698.53,Debit
FY24-TX-10011,17/02/2024,301000,Journal Entry - Tx 10011 Line 2,-4698.53,Credit
FY24-TX-10358,18/02/2024,110000,Journal Entry - Tx 10358 Line 1,3872.53,Debit
FY24-TX-10358,18/02/2024,402000,Journal Entry - Tx 10358 Line 2,-3872.53,Credit
FY24-TX-10304,19/02/2024,610000,Journal Entry - Tx 10304 Line 1,11115.83,Debit
FY24-TX-10304,19/02/2024,201000,Journal Entry - Tx 10304 Line 2,-11115.83,Credit
FY24-TX-10085,21/02/2024,102001,Journal Entry - Tx 10085 Line 1,939.10,Debit
FY24-TX-10085,21/02/2024,401000,Journal Entry - Tx 10085 Line 2,-939.10,Credit
FY24-TX-10274,21/02/2024,501000,Journal Entry - Tx 10274 Line 1,6488.64,Debit
FY24-TX-10274,21/02/2024,201000,Journal Entry - Tx 10274 Line 2,-6488.64,Credit
FY24-TX-10212,22/02/2024,601010,Journal Entry - Tx 10212 Line 1,10739.67,Debit
FY24-TX-10212,22/02/2024,301000,Journal Entry - Tx 10212 Line 2,-10739.67,Credit
FY24-TX-10040,24/02/2024,110000,Journal Entry - Tx 10040 Line 1,10712.69,Debit
FY24-TX-10040,24/02/2024,402000,Journal Entry - Tx 10040 Line 2,-10712.69,Credit
FY24-TX-10117,25/02/2024,110000,Journal Entry - Tx 10117 Line 1,7354.37,Debit
FY24-TX-10117,25/02/2024,402000,Journal Entry - Tx 10117 Line 2,-7354.37,Credit
FY24-TX-10177,25/02/2024,110000,Journal Entry - Tx 10177 Line 1,7135.10,Debit
FY24-TX-10177,25/02/2024,401000,Journal Entry - Tx 10177 Line 2,-7135.10,Credit
FY24-TX-10349,25/02/2024,501000,Journal Entry - Tx 10349 Line 1,6051.21,Debit
FY24-TX-10349,25/02/2024,201000,Journal Entry - Tx 10349 Line 2,-6051.21,Credit
FY24-TX-10176,28/02/2024,102001,Journal Entry - Tx 10176 Line 1,9575.95,Debit
FY24-TX-10176,28/02/2024,301000,Journal Entry - Tx 10176 Line 2,-9575.95,Credit
FY24-TX-10230,28/02/2024,610000,Journal Entry - Tx 10230 Line 1,6716.79,Debit
FY24-TX-10230,28/02/2024,210000,Journal Entry - Tx 10230 Line 2,-6716.79,Credit
FY24-TX-10257,28/02/2024,101000,Journal Entry - Tx 10257 Line 1,5697.89,Debit
FY24-TX-10257,28/02/2024,402000,Journal Entry - Tx 10257 Line 2,-5697.89,Credit
FY24-TX-10091,01/03/2024,610000,Journal Entry - Tx 10091 Line 1,10947.98,Debit
FY24-TX-10091,01/03/2024,401000,Journal Entry - Tx 10091 Line 2,-10947.98,Credit
FY24-TX-10248,01/03/2024,501000,Journal Entry - Tx 10248 Line 1,11934.49,Debit
FY24-TX-10248,01/03/2024,401000,Journal Entry - Tx 10248 Line 2,-11934.49,Credit
FY24-TX-10218,02/03/2024,501000,Journal Entry - Tx 10218 Line 1,6882.42,Debit
FY24-TX-10218,02/03/2024,401000,Journal Entry - Tx 10218 Line 2,-6882.42,Credit
FY24-TX-10052,03/03/2024,101000,Journal Entry - Tx 10052 Line 1,3080.08,Debit
FY24-TX-10052,03/03/2024,301000,Journal Entry - Tx 10052 Line 2,-3080.08,Credit
FY24-TX-10254,04/03/2024,610000,Journal Entry - Tx 10254 Line 1,394.91,Debit
FY24-TX-10254,04/03/2024,401000,Journal Entry - Tx 10254 Line 2,-394.91,Credit
FY24-TX-10047,06/03/2024,501000,Journal Entry - Tx 10047 Line 1,1614.95,Debit
FY24-TX-10047,06/03/2024,401000,Journal Entry - Tx 10047 Line 2,-1614.95,Credit
FY24-TX-10343,06/03/2024,601010,Journal Entry - Tx 10343 Line 1,9133.72,Debit
FY24-TX-10343,06/03/2024,201000,Journal Entry - Tx 10343 Line 2,-9133.72,Credit
FY24-TX-10351,06/03/2024,610000,Journal Entry - Tx 10351 Line 1,3412.42,Debit
FY24-TX-10351,06/03/2024,401000,Journal Entry - Tx 10351 Line 2,-3412.42,Credit
FY24-TX-10362,08/03/2024,601010,Journal Entry - Tx 10362 Line 1,6861.55,Debit
FY24-TX-10362,08/03/2024,401000,Journal Entry - Tx 10362 Line 2,-6861.55,Credit
FY24-TX-10308,09/03/2024,110000,Journal Entry - Tx 10308 Line 1,9682.86,Debit
FY24-TX-10308,09/03/2024,401000,Journal Entry - Tx 10308 Line 2,-9682.86,Credit
FY24-TX-10262,11/03/2024,110000,Journal Entry - Tx 10262 Line 1,10633.10,Debit
FY24-TX-10262,11/03/2024,390000,Journal Entry - Tx 10262 Line 2,-10633.10,Credit
FY24-TX-10152,12/03/2024,501000,Journal Entry - Tx 10152 Line 1,1890.03,Debit
FY24-TX-10152,12/03/2024,402000,Journal Entry - Tx 10152 Line 2,-1890.03,Credit
FY24-TX-10450,12/03/2024,101000,Journal Entry - Tx 10450 Line 1,10743.13,Debit
FY24-TX-10450,12/03/2024,402000,Journal Entry - Tx 10450 Line 2,-10743.13,Credit
FY24-TX-10064,13/03/2024,110000,Journal Entry - Tx 10064 Line 1,5212.85,Debit
FY24-TX-10064,13/03/2024,390000,Journal Entry - Tx 10064 Line 2,-5212.85,Credit
FY24-TX-10461,13/03/2024,501000,Journal Entry - Tx 10461 Line 1,9343.64,Debit
FY24-TX-10461,13/03/2024,390000,Journal Entry - Tx 10461 Line 2,-9343.64,Credit
FY24-TX-10312,14/03/2024,102001,Journal Entry - Tx 10312 Line 1,9286.14,Debit
FY24-TX-10312,14/03/2024,402000,Journal Entry - Tx 10312 Line 2,-9286.14,Credit
FY24-TX-10275,15/03/2024,610000,Journal Entry - Tx 10275 Line 1,5066.93,Debit
FY24-TX-10275,15/03/2024,210000,Journal Entry - Tx 10275 Line 2,-5066.93,Credit
FY24-TX-10404,16/03/2024,102001,Journal Entry - Tx 10404 Line 1,3178.91,Debit
FY24-TX-10404,16/03/2024,401000,Journal Entry - Tx 10404 Line 2,-3178.91,Credit
FY24-TX-10136,17/03/2024,102001,Journal Entry - Tx 10136 Line 1,340.43,Debit
FY24-TX-10136,17/03/2024,390000,Journal Entry - Tx 10136 Line 2,-340.43,Credit
FY24-TX-10140,17/03/2024,101000,Journal Entry - Tx 10140 Line 1,8083.62,Debit
FY24-TX-10140,17/03/2024,201000,Journal Entry - Tx 10140 Line 2,-8083.62,Credit
FY24-TX-10337,17/03/2024,601010,Journal Entry - Tx 10337 Line 1,9708.98,Debit
FY24-TX-10337,17/03/2024,201000,Journal Entry - Tx 10337 Line 2,-9708.98,Credit
FY24-TX-10419,19/03/2024,501000,Journal Entry - Tx 10419 Line 1,11781.72,Debit
FY24-TX-10419,19/03/2024,201000,Journal Entry - Tx 10419 Line 2,-11781.72,Credit
FY24-TX-10033,20/03/2024,610000,Journal Entry - Tx 10033 Line 1,7732.86,Debit
FY24-TX-10033,20/03/2024,390000,Journal Entry - Tx 10033 Line 2,-7732.86,Credit
FY24-TX-10153,20/03/2024,101000,Journal Entry - Tx 10153 Line 1,8701.00,Debit
FY24-TX-10153,20/03/2024,390000,Journal Entry - Tx 10153 Line 2,-8701.00,Credit
FY24-TX-10186,20/03/2024,610000,Journal Entry - Tx 10186 Line 1,5379.63,Debit
FY24-TX-10186,20/03/2024,401000,Journal Entry - Tx 10186 Line 2,-5379.63,Credit
FY24-TX-10258,20/03/2024,610000,Journal Entry - Tx 10258 Line 1,6150.58,Debit
FY24-TX-10258,20/03/2024,301000,Journal Entry - Tx 10258 Line 2,-6150.58,Credit
FY24-TX-10405,20/03/2024,610000,Journal Entry - Tx 10405 Line 1,9360.48,Debit
FY24-TX-10405,20/03/2024,201000,Journal Entry - Tx 10405 Line 2,-9360.48,Credit
FY24-TX-10092,21/03/2024,601010,Journal Entry - Tx 10092 Line 1,3379.72,Debit
FY24-TX-10092,21/03/2024,210000,Journal Entry - Tx 10092 Line 2,-3379.72,Credit
FY24-TX-10105,21/03/2024,102001,Journal Entry - Tx 10105 Line 1,11389.94,Debit
FY24-TX-10105,21/03/2024,210000,Journal Entry - Tx 10105 Line 2,-11389.94,Credit
FY24-TX-10326,21/03/2024,610000,Journal Entry - Tx 10326 Line 1,10895.29,Debit
FY24-TX-10326,21/03/2024,201000,Journal Entry - Tx 10326 Line 2,-10895.29,Credit
FY24-TX-10367,21/03/2024,102001,Journal Entry - Tx 10367 Line 1,8091.93,Debit
FY24-TX-10367,21/03/2024,201000,Journal Entry - Tx 10367 Line 2,-8091.93,Credit
FY24-TX-10076,22/03/2024,601010,Journal Entry - Tx 10076 Line 1,738.29,Debit
FY24-TX-10076,22/03/2024,201000,Journal Entry - Tx 10076 Line 2,-738.29,Credit
FY24-TX-10380,22/03/2024,101000,Journal Entry - Tx 10380 Line 1,9289.63,Debit
FY24-TX-10380,22/03/2024,402000,Journal Entry - Tx 10380 Line 2,-9289.63,Credit
FY24-TX-10147,23/03/2024,501000,Journal Entry - Tx 10147 Line 1,9157.47,Debit
FY24-TX-10147,23/03/2024,390000,Journal Entry - Tx 10147 Line 2,-9157.47,Credit
FY24-TX-10042,24/03/2024,601010,Journal Entry - Tx 10042 Line 1,6653.25,Debit
FY24-TX-10042,24/03/2024,201000,Journal Entry - Tx 10042 Line 2,-6653.25,Credit
FY24-TX-10048,26/03/2024,601010,Journal Entry - Tx 10048 Line 1,3290.33,Debit
FY24-TX-10048,26/03/2024,390000,Journal Entry - Tx 10048 Line 2,-3290.33,Credit
FY24-TX-10162,26/03/2024,102001,Journal Entry - Tx 10162 Line 1,10344.76,Debit
FY24-TX-10162,26/03/2024,401000,Journal Entry - Tx 10162 Line 2,-10344.76,Credit
FY24-TX-10232,26/03/2024,601010,Journal Entry - Tx 10232 Line 1,9757.84,Debit
FY24-TX-10232,26/03/2024,402000,Journal Entry - Tx 10232 Line 2,-9757.84,Credit
FY24-TX-10133,28/03/2024,110000,Journal Entry - Tx 10133 Line 1,8117.85,Debit
FY24-TX-10133,28/03/2024,401000,Journal Entry - Tx 10133 Line 2,-8117.85,Credit
FY24-TX-10401,28/03/2024,610000,Journal Entry - Tx 10401 Line 1,977.33,Debit
FY24-TX-10401,28/03/2024,201000,Journal Entry - Tx 10401 Line 2,-977.33,Credit
FY24-TX-10128,31/03/2024,110000,Journal Entry - Tx 10128 Line 1,7586.60,Debit
FY24-TX-10128,31/03/2024,390000,Journal Entry - Tx 10128 Line 2,-7586.60,Credit
FY24-TX-10288,31/03/2024,501000,Journal Entry - Tx 10288 Line 1,1009.08,Debit
FY24-TX-10288,31/03/2024,401000,Journal Entry - Tx 10288 Line 2,-1009.08,Credit
FY24-TX-10480,31/03/2024,610000,Journal Entry - Tx 10480 Line 1,10220.68,Debit
FY24-TX-10480,31/03/2024,390000,Journal Entry - Tx 10480 Line 2,-10220.68,Credit
FY24-TX-10106,01/04/2024,101000,Journal Entry - Tx 10106 Line 1,10846.28,Debit
FY24-TX-10106,01/04/2024,210000,Journal Entry - Tx 10106 Line 2,-10846.28,Credit
FY24-TX-10406,01/04/2024,610000,Journal Entry - Tx 10406 Line 1,11702.89,Debit
FY24-TX-10406,01/04/2024,390000,Journal Entry - Tx 10406 Line 2,-11702.89,Credit
FY24-TX-10116,02/04/2024,110000,Journal Entry - Tx 10116 Line 1,7158.45,Debit
FY24-TX-10116,02/04/2024,201000,Journal Entry - Tx 10116 Line 2,-7158.45,Credit
FY24-TX-10374,03/04/2024,601010,Journal Entry - Tx 10374 Line 1,10704.65,Debit
FY24-TX-10374,03/04/2024,402000,Journal Entry - Tx 10374 Line 2,-10704.65,Credit
FY24-TX-10077,06/04/2024,101000,Journal Entry - Tx 10077 Line 1,881.00,Debit
FY24-TX-10077,06/04/2024,402000,Journal Entry - Tx 10077 Line 2,-881.00,Credit
FY24-TX-10489,06/04/2024,501000,Journal Entry - Tx 10489 Line 1,6123.96,Debit
FY24-TX-10489,06/04/2024,301000,Journal Entry - Tx 10489 Line 2,-6123.96,Credit
FY24-TX-10418,07/04/2024,501000,Journal Entry - Tx 10418 Line 1,3982.60,Debit
FY24-TX-10418,07/04/2024,401000,Journal Entry - Tx 10418 Line 2,-3982.60,Credit
FY24-TX-10302,08/04/2024,610000,Journal Entry - Tx 10302 Line 1,7652.50,Debit
FY24-TX-10302,08/04/2024,402000,Journal Entry - Tx 10302 Line 2,-7652.50,Credit
FY24-TX-10486,08/04/2024,101000,Journal Entry - Tx 10486 Line 1,3548.44,Debit
FY24-TX-10486,08/04/2024,402000,Journal Entry - Tx 10486 Line 2,-3548.44,Credit
FY24-TX-10127,09/04/2024,501000,Journal Entry - Tx 10127 Line 1,5195.25,Debit
FY24-TX-10127,09/04/2024,402000,Journal Entry - Tx 10127 Line 2,-5195.25,Credit
FY24-TX-10204,09/04/2024,610000,Journal Entry - Tx 10204 Line 1,3909.30,Debit
FY24-TX-10204,09/04/2024,401000,Journal Entry - Tx 10204 Line 2,-3909.30,Credit
FY24-TX-10179,12/04/2024,610000,Journal Entry - Tx 10179 Line 1,972.64,Debit
FY24-TX-10179,12/04/2024,402000,Journal Entry - Tx 10179 Line 2,-972.64,Credit
FY24-TX-10295,12/04/2024,501000,Journal Entry - Tx 10295 Line 1,12292.32,Debit
FY24-TX-10295,12/04/2024,201000,Journal Entry - Tx 10295 Line 2,-12292.32,Credit
FY24-TX-10050,13/04/2024,501000,Journal Entry - Tx 10050 Line 1,8781.04,Debit
FY24-TX-10050,13/04/2024,402000,Journal Entry - Tx 10050 Line 2,-8781.04,Credit
FY24-TX-10110,13/04/2024,501000,Journal Entry - Tx 10110 Line 1,10051.54,Debit
FY24-TX-10110,13/04/2024,301000,Journal Entry - Tx 10110 Line 2,-10051.54,Credit
FY24-TX-10335,16/04/2024,601010,Journal Entry - Tx 10335 Line 1,882.09,Debit
FY24-TX-10335,16/04/2024,210000,Journal Entry - Tx 10335 Line 2,-882.09,Credit
FY24-TX-10223,17/04/2024,110000,Journal Entry - Tx 10223 Line 1,7709.19,Debit
FY24-TX-10223,17/04/2024,402000,Journal Entry - Tx 10223 Line 2,-7709.19,Credit
FY24-TX-10103,18/04/2024,610000,Journal Entry - Tx 10103 Line 1,8402.46,Debit
FY24-TX-10103,18/04/2024,201000,Journal Entry - Tx 10103 Line 2,-8402.46,Credit
FY24-TX-10130,18/04/2024,601010,Journal Entry - Tx 10130 Line 1,5311.00,Debit
FY24-TX-10130,18/04/2024,401000,Journal Entry - Tx 10130 Line 2,-5311.00,Credit
FY24-TX-10049,19/04/2024,610000,Journal Entry - Tx 10049 Line 1,11428.55,Debit
FY24-TX-10049,19/04/2024,402000,Journal Entry - Tx 10049 Line 2,-11428.55,Credit
FY24-TX-10010,21/04/2024,110000,Journal Entry - Tx 10010 Line 1,11775.48,Debit
FY24-TX-10010,21/04/2024,201000,Journal Entry - Tx 10010 Line 2,-11775.48,Credit
FY24-TX-10356,21/04/2024,102001,Journal Entry - Tx 10356 Line 1,5313.23,Debit
FY24-TX-10356,21/04/2024,390000,Journal Entry - Tx 10356 Line 2,-5313.23,Credit
FY24-TX-10383,21/04/2024,101000,Journal Entry - Tx 10383 Line 1,9295.85,Debit
FY24-TX-10383,21/04/2024,301000,Journal Entry - Tx 10383 Line 2,-9295.85,Credit
FY24-TX-10005,22/04/2024,601010,Journal Entry - Tx 10005 Line 1,2893.19,Debit
FY24-TX-10005,22/04/2024,201000,Journal Entry - Tx 10005 Line 2,-2893.19,Credit
FY24-TX-10054,23/04/2024,610000,Journal Entry - Tx 10054 Line 1,129.15,Debit
FY24-TX-10054,23/04/2024,402000,Journal Entry - Tx 10054 Line 2,-129.15,Credit
